date,비거주 복지시설 운영업,영상 및 음향기기 제조업,음식점업,담배 제조업,수도사업,"도축, 육류 가공 및 저장 처리업",수산물 가공 및 저장 처리업,"과실, 채소 가공 및 저장 처리업",동물성 및 식물성 유지 제조업,자가 소비를 위한 가사 생산 활동,낙농제품 및 식용빙과류 제조업,"곡물가공품, 전분 및 전분제품 제조업",기타 식품 제조업,동물용 사료 및 조제식품 제조업,알콜음료 제조업,비알콜음료 및 얼음 제조업,방적 및 가공사 제조업,직물직조 및 직물제품 제조업,편조원단 및 편조제품 제조업,"섬유제품 염색, 정리 및 마무리 가공업",기타 섬유제품 제조업,봉제의복 제조업,모피가공 및 모피제품 제조업,편조의복 제조업,의복 액세서리 제조업,"가죽, 가방 및 유사제품 제조업",신발 및 신발부분품 제조업,제재 및 목재 가공업,나무제품 제조업,코르크 및 조물 제품 제조업,"펄프, 종이 및 판지 제조업","골판지, 종이 상자 및 종이 용기 제조업",기타 종이 및 판지 제품 제조업,인쇄 및 인쇄관련 산업,기록매체 복제업,코크스 및 연탄 제조업,석유 정제품 제조업,기초화학물질 제조업,비료 및 질소화합물 제조업,합성고무 및 플라스틱 물질 제조업,기타 화학제품 제조업,화학섬유 제조업,기초 의약물질 및 생물학적 제제 제조업,의약품 제조업,의료용품 및 기타 의약관련제품 제조업,고무제품 제조업,플라스틱제품 제조업,유리 및 유리제품 제조업,도자기 및 기타 요업제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",기타 비금속 광물제품 제조업,1차 철강 제조업,1차 비철금속 제조업,금속 주조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",무기 및 총포탄 제조업,기타 금속가공제품 제조업,반도체 제조업,전자부품 제조업,컴퓨터 및 주변장치 제조업,통신 및 방송 장비 제조업,마그네틱 및 광학 매체 제조업,의료용 기기 제조업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","안경, 사진장비 및 기타 광학기기 제조업",시계 및 시계부품 제조업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일차전지 및 축전지 제조업,절연선 및 케이블 제조업,전구 및 조명장치 제조업,가정용 기기 제조업,기타 전기장비 제조업,일반 목적용 기계 제조업,특수 목적용 기계 제조업,자동차용 엔진 및 자동차 제조업,자동차 차체 및 트레일러 제조업,자동차 부품 제조업,선박 및 보트 건조업,철도장비 제조업,"항공기,우주선 및 부품 제조업",그외 기타 운송장비 제조업,가구 제조업,귀금속 및 장신용품 제조업,악기 제조업,운동 및 경기용구 제조업,"인형,장난감 및 오락용품 제조업",그외 기타 제품 제조업,전기업,가스 제조 및 배관공급업,"증기,냉온수 및 공기조절 공급업","하수, 폐수 및 분뇨 처리업",폐기물 수집운반업,폐기물 처리업,금속 및 비금속 원료 재생업,환경 정화 및 복원업,건물 건설업,토목 건설업,기반조성 및 시설물 축조관련 전문공사업,건물설비 설치 공사업,전기 및 통신 공사업,실내건축 및 건축마무리 공사업,건설장비 운영업,자동차 판매업,자동차 부품 및 내장품 판매업,모터사이클 및 부품 판매업,상품 중개업,산업용 농축산물 및 산동물 도매업,음·식료품 및 담배 도매업,가정용품 도매업,기계장비 및 관련 물품 도매업,"건축자재, 철물 및 난방장치 도매업",기타 전문 도매업,상품 종합 도매업,종합 소매업,음·식료품 및 담배 소매업,정보통신장비 소매업,"섬유, 의복, 신발 및 가죽제품 소매업",기타 가정용품 소매업,"문화, 오락 및 여가 용품 소매업",연료 소매업,기타 상품 전문 소매업,무점포 소매업,철도운송업,육상 여객 운송업,도로 화물 운송업,소화물 전문 운송업,파이프라인 운송업,해상 운송업,내륙 수상 및 항만내 운송업,정기 항공 운송업,부정기 항공 운송업,보관 및 창고업,기타 운송관련 서비스업,숙박시설 운영업,기타 숙박업,주점 및 비알콜음료점업,"서적, 잡지 및 기타 인쇄물 출판업",소프트웨어 개발 및 공급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",오디오물 출판 및 원판 녹음업,라디오 방송업,텔레비전 방송업,우편업,전기통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",기타 정보 서비스업,은행 및 저축기관,투자기관,기타 금융업,보험업,재 보험업,연금 및 공제업,금융지원 서비스업,보험 및 연금관련 서비스업,부동산 임대 및 공급업,부동산 관련 서비스업,운송장비 임대업,개인 및 가정용품 임대업,산업용 기계 및 장비 임대업,무형재산권 임대업,자연과학 및 공학 연구개발업,인문 및 사회과학 연구개발업,법무관련 서비스업,회계 및 세무관련 서비스업,광고업,시장조사 및 여론조사업,"회사본부, 지주회사 및 경영컨설팅 서비스업","건축기술, 엔지니어링 및 관련기술 서비스업",기타 과학기술 서비스업,수의업,전문디자인업,사진 촬영 및 처리업,"그외 기타 전문, 과학 및 기술 서비스업",사업시설 유지관리 서비스업,건물·산업설비 청소 및 방제 서비스업,조경 관리 및 유지 서비스업,인력공급 및 고용알선업,여행사 및 기타 여행보조 서비스업,"경비, 경호 및 탐정업",기타 사업지원 서비스업,입법 및 일반 정부 행정,사회 및 산업정책 행정,외무 및 국방 행정,사법 및 공공질서 행정,사회보장 행정,초등 교육기관,중등 교육기관,고등 교육기관,"특수학교, 외국인학교 및 대안학교",일반 교습 학원,기타 교육기관,교육지원 서비스업,병원,의원,공중 보건 의료업,기타 보건업,거주 복지시설 운영업,창작 및 예술관련 서비스업,"도서관, 사적지 및 유사 여가관련 서비스업",스포츠 서비스업,유원지 및 기타 오락관련 서비스업,산업 및 전문가 단체,노동조합,기타 협회 및 단체,기계 및 장비 수리업,자동차 및 모터사이클 수리업,개인 및 가정용품 수리업,"미용, 욕탕 및 유사 서비스업",그외 기타 개인 서비스업,가구내 고용활동,자가 소비를 위한 가사 서비스 활동,국제 및 외국기관
2008-08,35431,30989,23980,0,213,6699,3240,2518,606,,2581,1822,24564,1095,1650,1615,2593,4856,1231,10589,5802,6898,647,438,1386,3908,2161,1477,5963,77,5137,9611,5228,18943,327,78,678,4035,567,9706,22210,1241,3981,13878,1248,5678,37918,5409,2576,6316,4114,5552,6335,3615,18435,184,45459,60920,64083,6478,22272,834,6041,13170,3059,551,23083,1078,5191,9003,6620,6786,48589,47919,23879,1268,37598,80,861,111,491,13968,997,725,1371,598,10111,3753,3512,1248,1975,7410,760,2760,3,3129,1543,694,445,1030,394,1375,1195,3714,334,4530,2885,16759,20918,22633,9201,20636,10169,7930,3165,6678,3639,4276,2261,7065,9141,2318,0,52186,5743,1952,331,310,219,,0,6895,20843,2795,601,763,8386,19669,1731,350,50,1311,155,39342,6665,2202,7510,17447,34,1988,187,4,75,513,433,10972,52065,509,243,1368,0,10009,1630,5882,7468,1427,168,4343,41104,9550,251,693,439,1903,5394,18886,779,26641,1853,7336,3303,15558,10799,397,528,103,21238,14630,2123,667,5363,7898,81,38963,39824,414,1308,11899,1189,5431,15328,1490,1657,91,7409,4449,15094,4806,2376,11959,405,0,0
2008-09,36465,30739,24080,0,212,6771,3257,2523,614,,2532,1825,24666,1101,1651,1631,2574,4844,1231,10521,5767,6928,646,421,1399,3884,2155,1480,5973,77,5113,9622,5262,18966,326,82,682,4443,559,9730,22186,1222,4015,13761,1257,5643,37993,5471,2571,6310,4153,5474,6340,3577,18286,186,45411,60720,63464,6538,22209,839,6186,13304,3044,551,23133,1112,5171,9099,6589,6872,48849,48008,23875,1265,37423,81,867,110,488,13968,981,726,1363,590,10232,3758,3520,1250,1982,7433,772,2790,3,3100,1565,700,443,1049,393,1413,1209,3704,341,4519,2907,17014,21024,22759,9275,20910,10164,8042,3192,6677,3675,4278,2231,7069,9358,2358,0,52352,5729,1958,331,317,217,,0,6945,20877,2774,608,786,8447,19506,1787,355,49,1300,155,39259,6614,2191,7405,17510,33,1978,191,7,75,517,431,11146,52122,511,238,1358,0,10152,1607,5868,7538,1482,183,4408,41186,9327,251,750,443,1930,5528,18905,763,26490,1862,7384,3582,13757,10859,401,511,103,22029,15516,2232,681,5451,7900,92,39222,39867,422,1322,12530,1197,5286,15446,1483,1648,82,7452,4477,15041,4857,2377,11700,402,0,0
2008-10,37403,30720,24176,0,210,6746,3239,2489,612,,2506,1814,24940,1108,1634,1610,2542,4797,1229,10585,5801,6859,643,418,1410,3895,2111,1488,6010,75,5002,9671,5289,19008,326,81,683,4140,571,9777,22128,1199,4007,14093,1259,5664,38265,5467,2572,6303,4238,5443,6315,3572,18404,195,45564,60453,63373,6509,22262,845,6200,13289,3049,556,23243,1138,5180,9277,6647,7068,49175,48074,23857,1260,37259,81,870,107,486,13898,997,720,1365,580,10245,3717,3520,1257,1990,7418,765,2842,9,3167,1576,679,456,1050,406,1348,1273,3771,338,4504,2921,17084,21276,22824,9377,20976,10173,8111,3261,6660,3715,4299,2267,7034,9470,2342,0,52525,5767,1958,332,316,228,,0,6959,20972,2764,630,778,8367,19641,1795,359,48,1285,156,38656,6823,2192,7420,17539,34,1997,196,8,75,546,429,11187,52704,513,231,1364,0,10284,1620,5872,7656,1484,185,4549,41090,9399,251,785,426,1964,5500,19091,763,27219,1845,7554,3882,14945,10929,399,521,104,22343,15885,2332,688,5455,7795,106,39733,39881,408,1357,13198,1213,5423,15442,1472,1664,82,7477,4466,15210,4864,2373,11724,408,0,0
2008-11,37900,30639,24529,0,206,6642,3271,2575,605,,2505,1820,25161,1128,1633,1628,2520,4810,1271,10670,5786,6803,638,376,1425,3916,2053,1508,6052,75,4946,9703,5272,19155,320,81,690,4159,575,9797,22121,1202,4044,14076,1277,5629,38902,5472,2572,6333,4169,5435,6363,3522,18423,183,45538,60107,62872,6405,22030,844,6165,13517,3058,540,23404,1152,5234,9154,6626,7034,49445,47954,23720,1269,36999,82,887,106,470,14042,992,732,1356,568,10206,3670,3529,1255,2019,7396,776,2856,9,3168,1586,711,461,1061,412,1353,1261,3770,333,4554,2963,17180,21251,22842,9407,21111,10175,8170,3300,6619,3720,4340,2276,7069,9543,2329,0,52978,5858,1948,331,300,232,,0,6934,21177,2894,629,796,8341,19425,1754,353,48,1234,164,38661,6825,2184,7553,17616,33,1996,193,9,76,538,432,11278,52764,557,236,1346,0,10263,1622,5837,7672,1504,176,4336,41217,9419,252,818,436,1954,5787,19022,736,27434,1819,7536,4122,15476,10797,407,527,104,22482,15948,2491,691,5422,7770,136,39929,39937,390,1459,13631,1210,5437,15499,1493,1663,71,7476,4500,15185,4852,2397,11712,408,0,0
2008-12,38393,30854,24660,0,209,6690,3277,2522,604,,2501,1823,25369,1132,1644,1616,2517,4801,1268,10619,5831,6598,639,395,1431,3888,2029,1511,6087,76,4805,9691,5330,19102,320,77,687,4125,582,9799,21994,1212,4066,13860,1279,5564,38559,5387,2546,6329,4149,5425,6329,3490,18435,182,45073,59745,61828,6388,21726,816,6110,13632,2983,522,23360,1167,5207,9090,6644,7040,49445,47571,23708,1263,36619,77,888,111,462,13893,1010,725,1346,581,10170,3664,3565,1254,2017,7456,762,2871,4,3110,1610,728,443,1012,401,1316,1265,3801,325,4532,2995,17155,21427,22496,9406,21131,10082,8374,3312,6647,3748,4323,2358,7111,9647,2343,0,53148,5873,1977,330,329,239,,0,6882,21370,2948,596,830,8290,19318,1754,362,48,1252,165,38801,6723,2176,7507,17701,33,1984,196,9,76,526,440,11288,52860,563,238,1350,0,10177,1611,5817,7686,1497,183,3831,41094,9405,257,746,448,1948,5835,18550,683,26515,1814,7598,4244,12945,10708,409,530,104,22188,15606,2371,685,5537,7881,144,40202,39959,376,1481,14138,1216,5373,15345,1486,1671,69,7638,4471,15233,4957,2435,11868,414,1,0
2009-01,38179,30860,24557,0,207,6676,3257,2551,609,,2484,1821,25493,1138,1624,1600,2409,4769,1269,10553,5759,6354,636,387,1398,3834,2010,1488,6051,76,4750,9631,5318,19070,308,75,657,4006,586,9788,21849,1260,4056,13615,1289,5491,38261,5362,2513,6278,4077,5362,6254,3458,18146,182,44577,60827,60884,6255,21796,813,6099,13468,2961,521,23434,1160,5183,8972,6656,6972,48886,46824,23716,1245,36010,76,787,110,476,13741,1012,752,1344,591,10029,3665,3574,1252,1969,7373,764,2857,5,3052,1583,654,417,997,394,1282,1325,3854,309,4454,2997,17347,21317,22334,9346,20745,9669,8474,3377,6548,3704,4258,2345,7090,9731,2356,0,53208,5785,1970,329,341,237,,0,6863,21023,2922,628,821,8170,19090,1729,356,48,1216,160,38574,6742,2160,7313,17706,31,1968,193,9,76,500,459,10885,52545,541,248,1321,0,10239,1578,5761,7675,1469,170,4253,41175,9261,261,742,457,1915,5755,18248,668,25671,1822,7306,4118,16279,10510,417,673,87,21710,14792,2273,686,5642,7787,147,40134,39959,365,1466,14349,1197,5416,15017,1416,1669,70,8043,4445,15267,4905,2466,11760,403,3,0
2009-02,39428,31245,24525,0,205,6688,3279,2548,581,,2487,1818,25624,1149,1618,1574,2368,4735,1266,10587,5721,6587,624,388,1398,3796,2000,1463,5941,77,4723,9634,5287,19094,302,76,643,4174,586,9710,21822,1268,4085,13566,1296,5420,37862,5311,2513,6233,4024,5328,6203,3434,18072,180,44188,60479,60352,6168,21825,823,6231,13507,3703,512,23408,1154,5185,8932,6616,6945,48706,46461,23707,1187,35496,91,788,107,486,13667,1028,745,1346,597,10016,3963,3580,1253,1959,7433,782,2909,7,3086,1599,649,420,1003,390,1260,1320,3878,310,4441,3088,17630,21531,22372,9395,20806,9549,8646,3408,6610,3658,4291,2371,7109,9786,2356,0,53325,5701,2010,328,329,231,,0,6895,21222,3044,617,794,8113,19240,1666,352,49,1229,159,38609,6727,2168,7241,17667,30,1963,192,9,77,501,477,10905,52841,556,254,1322,0,10435,1623,5771,7723,1470,339,4572,41369,9473,263,742,439,1899,5952,18523,678,25958,1825,7734,4317,19374,10897,431,735,90,21643,14744,2160,678,5795,7924,171,40598,40259,390,1500,15031,1233,5360,14939,1449,1683,73,8243,4090,15345,4901,2457,11699,425,12,0
2009-03,39973,31749,24555,0,202,6660,3297,2573,581,,2524,1828,26138,1147,1604,1587,2386,4727,1275,10609,5683,6643,633,376,1389,3760,1992,1449,5898,74,4749,9600,5226,19158,309,77,642,4178,585,9682,21814,1202,4097,13558,1323,5259,37755,5252,2523,6174,4063,5260,6133,3411,17926,186,43814,59550,64307,6168,21800,778,6261,13454,3750,504,23227,1183,5169,8965,6592,6887,48813,45969,24894,1178,34544,100,800,109,496,13655,1016,719,1411,626,10039,3966,3542,1332,1971,7461,797,2915,9,3136,1590,629,415,1001,404,1242,1323,3855,293,4393,3125,17729,21603,22455,9351,20912,9477,8590,3371,6609,3602,4289,2398,7138,9874,2409,0,53797,5659,2080,328,289,220,,0,6885,21039,3106,626,788,8114,19310,1659,347,49,1249,160,38582,6660,2196,7030,17633,30,1973,191,9,78,569,560,11081,52711,559,255,1343,0,10961,1638,5840,7755,1476,397,4611,41482,9520,286,753,433,1910,6097,18597,697,26300,1822,7694,4828,17511,11231,438,812,133,22170,16061,2434,732,5842,8073,168,41306,40604,420,1576,15504,1241,5402,15210,1449,1736,74,8545,4035,15365,4934,2494,11746,416,14,0
2009-04,40365,31035,24870,0,203,6726,3316,2669,582,,2538,1813,26421,1149,1609,1570,2279,4722,1277,10669,5711,6723,625,382,1385,3762,1912,1460,5883,77,4721,9611,5208,19024,312,73,650,4084,602,9752,21811,1191,4088,13686,1313,5335,37740,5267,2492,6231,4071,5253,6123,3390,17962,188,43795,60139,60111,6087,21962,906,6268,13370,3810,508,23228,1195,5143,9013,6557,6888,48571,45622,24869,1170,34320,106,797,115,499,13589,1014,718,1420,634,9903,3989,3624,1331,1945,7465,803,2953,48,3128,1577,664,443,1008,406,1223,1303,3793,297,4451,3176,18004,21772,22657,9400,21002,9440,8568,3452,6646,3624,4347,2428,7161,9943,2468,0,53996,5676,2119,327,295,216,,0,6787,21092,3079,658,809,8122,20312,1645,364,58,1260,162,38466,6789,2175,7039,17662,33,1970,191,9,78,574,568,11020,52264,551,261,1342,0,11036,1667,5858,7727,1474,499,5189,41938,9610,302,789,428,1933,6135,20004,763,26772,1888,7658,5011,20738,11433,441,847,134,22721,16541,2725,747,5958,8136,176,41665,41000,431,1677,16044,1254,5323,15584,1546,1745,75,8673,4030,15269,4977,2481,11961,412,15,0
2009-05,40868,30848,24785,0,203,6736,3329,2592,581,,2548,1813,26734,1149,1578,1690,2315,4738,1267,10665,5735,6717,619,384,1408,3753,1897,1459,5890,78,4775,9557,5255,19089,317,72,652,3920,594,9750,21879,1161,4067,13808,1352,5267,37896,5205,2488,6213,4077,5238,6165,3444,17999,187,43893,60160,61189,6019,22060,972,6324,13330,3833,490,23259,1186,5247,9050,6573,6928,48527,45607,24599,1166,34058,109,809,115,464,13668,1002,724,1428,644,10079,3966,3614,1327,1951,7513,823,2983,61,3130,1584,668,419,1009,397,1222,1301,3813,308,4470,3250,18172,21786,22967,9473,21082,9611,8508,3543,6634,3675,4506,2436,7166,10082,2540,0,54104,5636,2136,327,293,220,,0,6814,20825,3071,659,828,8097,19744,1630,366,58,1264,157,38385,6791,2468,7098,17636,36,2001,200,9,77,581,632,11072,52005,554,262,1362,0,11364,1705,5926,7732,1539,550,5362,41905,9601,316,798,421,1975,6309,20539,806,27393,1875,8341,5127,21275,11593,443,854,135,22978,16746,3080,759,6052,8310,179,41688,41230,429,1721,16532,1289,5742,15535,1561,1767,76,8827,4098,15214,5024,2480,11934,416,15,0
2009-06,41512,31046,24847,0,206,6667,3379,2606,587,,2614,1792,26903,1167,1581,1713,2318,4684,1275,10772,5778,6702,609,385,1450,3758,1886,1448,5886,78,4731,9592,5248,19163,308,71,637,3926,571,9835,21937,1173,4073,13850,1342,5345,38209,5229,2484,6213,4043,5276,6145,3388,17903,196,43962,60073,61674,6026,22032,982,6278,13539,3766,480,23524,1187,5239,9242,6635,6993,48647,45700,22389,1178,34092,92,837,105,454,13812,998,722,1460,655,10199,3952,3663,1372,1978,7561,844,2951,119,3118,1567,695,422,1021,393,1244,1313,3841,306,4549,3259,18363,22036,23087,9505,21308,9710,8709,3588,6697,3701,4504,2450,7118,10177,2547,0,54081,5674,2131,332,291,218,,0,6799,20675,3097,626,818,8221,19765,1603,360,57,1274,160,38490,6663,2563,7043,17689,36,2021,203,9,77,583,659,10947,51635,560,274,1366,0,11495,1685,5940,7662,1560,518,7609,42199,9718,320,811,414,1999,6319,24704,853,27526,1856,9544,5863,45756,12656,448,882,142,23104,16900,2948,744,6058,8363,196,41908,41427,440,1713,17152,1313,5956,15590,1578,1780,76,8890,4082,15286,5002,2436,11885,415,23,0
2009-07,42185,30971,25161,0,205,6727,3378,2636,586,,2636,1790,27242,1178,1632,1685,2287,4666,1308,10766,5754,6640,620,375,1434,3767,1856,1406,5915,78,4739,9684,5232,19049,302,72,670,3941,578,9975,21934,1188,4141,13868,1376,5470,38420,5231,2483,6161,4019,5245,6093,3418,17983,203,44149,60088,62342,6034,22056,980,6310,13480,3885,483,23613,1177,5177,9369,6590,7010,48618,45898,22437,1191,34073,97,787,106,457,13671,989,712,1504,663,10249,3914,3857,1356,1986,7495,915,2968,140,3137,1564,691,496,1038,407,1240,1328,3871,300,4562,3368,18450,22163,23421,9509,21461,9521,8733,3587,6713,3700,4559,2452,7198,10270,2589,0,54048,5563,2166,336,304,219,,0,6791,20839,3096,623,846,8269,20031,1622,350,62,1259,158,41083,6641,2527,7163,17582,36,2029,203,9,76,578,638,10941,51702,545,276,1433,3,11661,1679,5995,7699,1539,500,11035,42476,9973,329,872,413,2029,6201,26793,859,27795,1838,9811,6013,53974,12885,446,888,163,22865,16526,2892,735,6079,8482,201,42164,41428,451,1771,17922,1349,6028,15598,1556,1771,74,9077,4157,15309,5000,2421,11963,415,22,0
2009-08,43214,31185,25269,0,206,6743,3329,2612,585,,2614,1740,27328,1173,1632,1688,2222,4736,1321,10789,5733,6576,613,367,1407,3776,1843,1425,5950,78,4747,9712,5246,19051,301,72,656,3963,577,10098,22057,1188,4152,13807,1368,5452,39006,5222,2488,6158,3989,5241,6053,3401,18006,207,44393,60500,62399,5905,22392,978,6431,13564,3951,471,22944,1156,5146,9473,6647,6993,48309,45760,22349,1186,33636,103,786,109,442,13804,986,713,1497,660,10353,3909,3856,1349,2001,7533,919,2927,150,3153,1575,679,503,1052,417,1260,1337,3908,301,4598,3431,18418,22954,23826,9561,21339,9535,8828,3615,6802,3670,4576,2432,7167,10375,2645,0,53934,5480,2178,337,306,218,,11,6877,21086,3043,626,866,8308,20215,1652,351,61,1258,160,41109,6610,2509,7229,17575,36,2103,202,9,76,583,628,10969,51714,552,275,1416,3,11770,1710,6011,7713,1528,208,11083,42759,10002,332,893,421,2012,6147,26575,877,27807,1809,9975,6133,54320,13058,444,875,183,22706,16461,2745,746,6047,8539,208,42239,41517,444,1682,18443,1351,5970,15686,1530,1794,75,9182,4168,15298,4954,2466,12065,415,19,0
2009-09,44670,31271,25472,0,206,6781,3367,2673,597,,2574,1752,27467,1169,1649,1615,2200,4843,1335,10878,5733,6591,615,365,1412,3814,1856,1437,6037,79,4749,9731,5307,19086,300,76,650,3987,602,10068,22343,1189,4134,13890,1370,5463,39431,5232,2512,6165,4013,5270,6129,3362,18016,214,44812,60898,63254,5970,22442,973,6497,13531,4026,459,22941,1149,5154,9515,6678,7026,48595,45994,22541,1220,33699,110,797,110,489,13866,988,706,1533,646,10418,3911,3859,1324,2026,7528,998,2947,130,3128,1598,700,575,1076,400,1261,1365,3962,312,4572,3483,18463,23118,24128,9646,21282,9461,7932,3670,6837,3685,4583,2474,7175,10471,2678,0,54197,5385,2192,338,305,218,,11,6756,21158,2982,615,869,8299,22244,1652,344,60,1268,166,41062,6668,2504,7220,17588,31,2060,213,7,76,586,643,10877,51605,564,276,1419,3,11969,1704,6024,7782,1439,186,10789,43031,9893,332,875,425,2005,6205,25694,871,28384,1769,10104,6117,51516,13373,454,869,185,24619,18829,2728,790,6016,8585,202,42388,41698,447,1686,19135,1383,5887,15626,1512,1798,78,9229,4209,15466,4948,2415,12223,415,24,0
2009-10,45826,31298,26349,0,205,6891,3375,2725,594,,2560,1779,27696,1193,1667,1600,2191,4837,1365,10977,5735,6634,612,368,1408,3914,1861,1445,6110,82,4784,9741,5335,19354,303,77,640,4012,612,10110,22439,1211,4188,13913,1394,5527,39948,5218,2512,6171,4051,5271,6166,3396,18056,217,45314,61127,64141,6080,22490,979,6525,13822,4076,455,23094,1168,5208,9558,6702,7007,48934,46715,22494,1219,34066,109,794,113,499,13957,985,719,1522,655,10558,3812,3857,1333,2029,7525,1009,2977,85,3121,1573,731,575,1078,401,1290,1400,3999,307,4584,3543,18703,23310,24165,9735,21511,9407,7959,3763,7083,3707,4668,2509,7261,10524,2715,0,54551,5375,2239,338,306,223,,11,6816,21195,2994,613,865,8319,22365,1656,365,61,1207,165,40616,6722,2604,7170,17578,33,2059,206,8,76,587,662,10806,51782,575,270,1459,4,12065,1692,6053,7844,1459,188,10767,43107,9999,344,888,429,1983,5994,25602,841,29727,1756,10372,6136,52278,11558,452,850,189,25215,19249,2888,821,5996,8666,216,42487,41898,465,1677,19539,1365,5827,15697,1485,1808,84,9281,4233,15579,4922,2416,12228,417,25,0
2009-11,46601,31407,26472,0,207,6932,3345,2724,591,,2576,1785,27865,1211,1665,1593,2175,4845,1382,10987,5789,6592,607,366,1402,3906,1887,1462,6143,98,4782,9798,5356,19485,297,76,645,4030,616,10189,22605,1198,3794,13963,1393,5554,40178,5264,2535,6142,3976,5344,6160,3435,18151,209,45691,61240,64924,6489,22687,931,6481,13987,4078,458,23269,1175,5284,9797,6748,7026,49276,47106,22581,1216,34215,113,807,109,511,13991,989,724,1513,678,10553,3811,3828,1334,2035,7520,1009,3005,91,3151,1545,747,546,1125,381,1262,1414,3997,321,4621,3551,18778,23463,24183,9773,21601,9457,8084,3794,7106,3733,4699,2565,7301,10565,2776,0,54746,5393,2215,346,338,227,,11,6762,21506,3026,611,872,8311,22360,1657,369,61,1228,166,40590,6656,2599,7026,17557,34,2065,203,8,76,586,658,10739,52029,590,270,1473,4,12199,1691,6068,7885,1467,181,10796,43457,9960,351,873,424,1961,6157,26408,825,30023,1771,10579,6120,51588,11583,476,803,189,25378,19372,2943,829,5901,8680,234,42778,41969,494,1720,20024,1600,5671,15567,1476,1801,86,9241,4193,15576,4943,2386,12348,413,31,0
2009-12,46801,31545,26601,0,205,7101,3399,2740,607,,2582,1789,27997,1195,1664,1575,2177,4854,1419,11078,5772,6599,602,372,1407,3923,1867,1539,6153,97,4756,9869,5375,19675,294,78,654,4035,622,10285,22760,1182,3822,14061,1415,5614,40582,5271,2508,6153,3996,5375,6208,3436,18220,195,46239,61458,65417,6365,22729,930,6536,14144,4180,456,23270,1162,5359,10325,6772,7094,49424,47754,22836,1225,34368,120,815,115,512,14097,1002,721,1489,673,10600,3833,3799,1345,2019,7553,1006,3030,9,3148,1522,715,532,1116,373,1274,1439,3985,322,4669,3634,18750,23401,24326,9866,21640,9472,7989,3836,7130,3761,4715,2551,7321,10660,2848,0,55108,5452,2236,347,352,223,,14,6757,21656,3042,612,859,8374,22002,1670,366,61,1262,164,40617,6603,2631,6978,17701,37,2053,206,9,75,593,660,10822,52153,594,279,1475,4,12037,1699,6075,7943,1480,186,5461,43210,9996,352,915,410,1988,6251,24715,731,30193,1761,10530,6141,20503,10347,479,805,188,25119,19138,2947,830,5767,8634,238,43048,42027,466,1730,20378,1597,5511,15444,1422,1772,87,9066,4239,15698,5111,2413,12331,423,32,0
2010-01,47304,32394,26542,0,206,7124,3401,2686,611,,2559,1821,28191,1197,1577,1576,2065,4872,1433,11086,5729,6581,608,394,1385,3942,1912,1574,6179,102,4793,9881,5424,19634,288,77,656,4059,636,10355,23015,1227,3827,14094,1420,5642,40764,5285,2465,6126,3984,5424,6183,3413,18304,194,46527,61721,66440,6020,22329,952,6545,14362,4281,443,23410,1200,5377,10608,6777,7233,49657,48282,22854,1217,34434,122,740,117,513,14192,982,706,1505,672,10772,3805,3577,1343,2016,7486,980,3036,18,3142,1491,698,560,1093,350,1274,1465,4061,323,4802,3613,18754,23557,24553,9974,21666,9226,8013,3843,7195,3801,4780,2560,7323,10672,2806,0,55470,5485,2253,348,351,229,,15,6810,25249,3064,601,854,8362,21798,1648,361,58,1204,160,35250,6684,2618,7247,17712,35,1939,209,9,75,596,671,10750,52143,610,291,1491,5,11910,1648,6100,8037,1417,199,4912,43339,9918,355,882,400,1947,6207,20744,713,29905,1785,10761,5664,16893,9134,478,582,155,23951,16687,2785,785,5761,8464,234,43251,42201,416,1875,20739,1582,5101,14863,1386,1757,85,8750,4198,15885,4942,2515,12047,390,35,0
2010-02,48117,32410,26898,0,207,7216,3422,2701,621,,2554,1859,28377,1184,1592,1545,2057,4942,1440,11229,5659,6679,617,407,1424,3975,1945,1598,6245,107,4784,9957,5460,19760,296,76,641,4070,654,10511,23232,1266,3835,14033,1400,5741,41188,5338,2489,6315,3942,5458,6246,3432,18455,199,46925,62085,66531,6094,22388,968,6623,14570,4313,444,23611,1227,5447,10605,6728,7343,50018,48908,22878,1227,34725,117,740,106,513,14283,997,702,1531,684,10943,3803,3582,1340,2067,7497,1008,3049,50,3105,1464,671,549,1098,350,1254,1468,4064,319,4818,3661,19080,23652,24879,10055,21877,9210,8115,3983,7303,3838,4824,2571,7375,10729,2960,0,55186,5642,2267,347,334,243,,14,6933,25369,3082,605,858,8426,21747,1676,375,55,1105,160,35139,7194,1795,6083,17712,37,1951,218,8,74,594,668,10703,52340,619,306,1513,4,12003,1664,6111,8079,1449,195,5100,43746,10047,356,883,391,1972,6396,21154,726,29961,1750,11035,5801,18490,9568,484,647,173,23639,16372,2707,781,5894,8507,234,43619,42258,413,1916,21609,1556,5260,14852,1422,1778,82,8942,3801,16016,4878,2535,12070,383,32,0
